"Data underlying the calculation of the 1990, 1995, 2000, 2005, and 2013 Global Hunger Index Scores",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,30.4,,25.7,,21.6,,18.6,,15.4,,8.4,,4.7,,3.5,,4.6,,3.1,*,5.8,4.7,3.9,3.2,2.5,14.9,11.7,9.7,8.8,7.0,
Ecuador,24.5,,18.5,,20.9,,21.4,,18.3,,12.2,*,12.0,*,12.5,,6.2,,5.0,*,5.2,4.2,3.4,2.8,2.3,14.0,11.6,12.3,10.1,8.5,
"Egypt, Arab Rep.",2.0,*,1.6,*,1.5,*,2.2,*,1.6,*,10.5,,10.8,,9.8,,5.4,,6.8,,8.6,6.2,4.4,3.2,2.1,7.0,6.2,5.2,<5,<5,
El Salvador,15.6,,14.2,,9.2,,10.6,,12.3,,11.1,,7.2,,9.6,,6.1,,6.6,,6.0,4.7,3.4,2.4,1.5,10.9,8.7,7.4,6.4,6.8,
Eritrea,,,71.8,,76.2,,74.8,,65.4,,,,38.3,,34.5,,34.8,*,32.8,*,,11.6,9.8,8.3,6.8,,40.6,40.2,39.3,35.0,
Estonia,,,6.4,*,4.3,*,4.3,*,3.2,*,,,1.0,*,1.0,*,0.9,*,2.3,*,,1.5,1.1,0.7,0.4,,<5,<5,<5,<5,
Ethiopia,68.0,,67.2,,55.3,,47.7,,40.2,,39.2,,43.9,*,42.0,,34.6,,29.2,,19.8,17.0,13.9,10.7,7.7,42.3,42.7,37.1,31.0,25.7,
Fiji,6.2,,5.7,,4.8,*,2.9,*,3.8,*,8.1,*,6.9,,5.6,*,4.0,*,5.8,*,3.0,2.6,2.2,2.0,1.6,5.8,5.1,<5,<5,<5,
Gabon,10.1,,7.5,,6.3,,5.8,,6.5,,9.7,*,7.8,*,8.8,,7.2,*,8.6,*,9.4,8.7,8.2,7.7,6.6,9.7,8.0,7.8,6.9,7.2,
"Gambia, The",19.5,,23.2,,19.8,,19.3,,14.4,,21.3,*,23.2,,15.4,,15.8,,17.4,,16.5,14.7,13.0,11.6,10.1,19.1,20.4,16.1,15.6,14.0,
Georgia,,,42.3,,21.5,,28.9,,24.7,,,,3.5,*,2.7,,2.3,,1.1,,,4.0,3.3,2.6,2.1,,16.6,9.2,11.3,9.3,
Ghana,40.5,,22.7,,16.6,,9.5,,3.4,*,24.0,,25.1,,20.3,,13.9,,13.4,,12.1,10.9,9.9,8.8,7.8,25.5,19.6,15.6,10.7,8.2,
Guatemala,16.2,,20.5,,26.5,,29.9,,30.4,,21.1,*,21.7,,19.6,,17.3,*,13.0,,7.8,6.0,4.8,3.9,3.0,15.0,16.1,17.0,17.0,15.5,
Guinea,18.4,,22.1,,20.6,,17.0,,17.3,,23.0,*,21.2,,29.1,,22.5,,20.8,,22.8,20.2,17.5,15.0,12.6,21.4,21.2,22.4,18.2,16.9,
Guinea-Bissau,22.0,,23.1,,21.4,,18.5,,8.7,,22.0,*,19.4,*,21.9,,17.4,,18.1,,21.0,19.9,18.6,17.3,16.1,21.7,20.8,20.6,17.7,14.3,
Guyana,19.7,,11.9,,7.9,,9.0,,5.1,,17.0,*,13.2,,11.9,,10.8,,11.1,,6.3,5.6,4.9,4.3,3.6,14.3,10.2,8.2,8.0,6.6,
Haiti,63.5,,59.1,,53.0,,53.5,,44.5,,23.7,,24.0,,13.9,,18.9,,18.4,*,14.3,12.1,10.2,8.6,7.0,33.8,31.7,25.7,27.0,23.3,
Honduras,21.4,,18.6,,16.3,,14.2,,9.6,,15.8,,17.7,,12.5,,8.6,,12.1,*,5.5,4.4,3.5,2.8,2.1,14.2,13.6,10.8,8.5,7.9,
India,26.9,,25.2,,21.3,,20.9,,17.5,,59.5,,45.9,,44.4,,43.5,,40.2,*,11.4,10.1,8.8,7.5,6.1,32.6,27.1,24.8,24.0,21.3,
Indonesia,19.9,,15.2,,17.8,,15.1,,8.6,,31.0,,28.9,,23.3,,24.4,,18.6,,8.2,6.5,5.3,4.2,3.2,19.7,16.9,15.5,14.6,10.1,
"Iran, Islamic Rep.",3.4,*,3.5,*,4.3,*,5.8,,5.0,*,16.0,*,13.8,,9.5,,4.6,,4.1,*,6.1,4.9,4.4,3.4,2.5,8.5,7.4,6.1,<5,<5,
Iraq,,,,,,,,,,,10.4,,,,12.9,,7.6,,8.5,,4.6,4.5,4.3,4.1,3.8,,,,,,
Jamaica,9.0,,8.1,,6.9,,7.0,,8.7,,5.2,,4.0,,3.8,,3.4,,3.2,,3.5,3.0,2.6,2.2,1.8,5.9,5.0,<5,<5,<5,
Jordan,6.7,,8.6,,6.1,,2.9,*,3.7,*,4.8,,3.8,,3.6,,1.9,*,1.9,,3.7,3.2,2.8,2.4,2.1,5.1,5.2,<5,<5,<5,
Kazakhstan,,,0.8,*,8.0,,1.0,*,0.5,*,,,6.7,,3.8,,4.9,,3.7,,,5.1,4.2,3.5,2.8,,<5,5.3,<5,<5,
Kenya,35.6,,31.9,,32.8,,32.9,,30.4,,18.7,*,19.8,,17.5,,18.4,,16.4,,9.8,11.2,11.3,9.4,7.3,21.4,21.0,20.5,20.2,18.0,
Kuwait,28.7,,4.8,*,1.6,*,0.9,*,1.6,*,6.7,*,9.2,,2.2,,2.7,,1.7,,1.7,1.4,1.3,1.2,1.1,12.4,5.1,<5,<5,<5,
Kyrgyz Republic,,,13.8,,15.8,,9.4,,6.4,,,,8.2,,5.8,*,2.7,,3.5,*,,5.8,4.7,3.9,3.1,,9.3,8.8,5.3,<5,
Lao PDR,44.6,,44.1,,39.5,,33.4,,27.8,,40.9,*,35.9,,36.4,,31.6,,24.2,*,14.8,11.0,8.1,6.0,4.2,33.4,30.3,28.0,23.7,18.7,
Latvia,,,2.0,*,5.6,*,3.2,*,4.1,*,,,0.7,*,1.2,*,1.0,*,2.6,*,,2.3,1.7,1.3,0.8,,<5,<5,<5,<5,
Lebanon,3.5,*,4.0,*,3.5,*,3.3,*,3.1,*,5.9,*,3.5,,4.0,*,4.2,,2.8,*,3.3,2.6,1.9,1.4,0.9,<5,<5,<5,<5,<5,
Lesotho,16.9,,18.0,,17.1,,16.3,,16.6,,13.8,,16.4,,15.0,,16.6,,13.5,,8.8,9.4,11.7,11.9,8.6,13.2,14.6,14.6,14.9,12.9,
Liberia,32.9,,39.2,,34.9,,29.6,,31.4,,13.3,*,23.4,*,22.8,,20.4,,14.4,,24.1,21.9,16.4,11.7,7.8,23.4,28.2,24.7,20.6,17.9,
Libya,1.0,*,1.2,*,1.6,*,1.4,*,1.8,*,7.7,*,4.3,,4.5,*,5.6,,5.7,*,4.4,3.5,2.7,2.2,1.6,<5,<5,<5,<5,<5,
Lithuania,,,4.0,*,2.3,*,1.5,*,1.1,*,,,1.1,*,0.8,*,0.8,*,2.4,*,,1.6,1.2,0.9,0.6,,<5,<5,<5,<5,
"Macedonia, FYR",,,12.3,*,6.8,*,4.5,*,4.7,*,,,2.5,*,1.9,,1.8,,1.3,,,2.5,1.6,1.3,1.0,,5.8,<5,<5,<5,
Madagascar,24.8,,30.3,,32.4,,28.1,,33.4,,35.5,,30.4,,35.0,*,36.8,,36.0,*,16.1,13.2,10.4,8.2,6.2,25.5,24.6,25.9,24.4,25.2,
Malawi,44.8,,35.8,,26.8,,24.7,,23.1,,24.4,,26.5,,21.5,,18.4,,13.8,,22.7,20.4,16.4,12.9,8.3,30.6,27.6,21.6,18.7,15.1,
Malaysia,4.6,*,2.2,*,2.9,*,3.5,*,3.0,*,22.1,,17.7,,16.7,,12.9,,12.7,*,1.7,1.3,1.1,0.9,0.7,9.5,7.1,6.9,5.8,5.5,
Mali,25.3,,26.1,,21.5,,14.7,,7.9,,31.2,*,31.0,,30.1,,27.9,,18.9,,25.7,23.5,21.4,19.6,17.6,27.4,26.9,24.3,20.7,14.8,
Mauritania,12.4,,10.5,,9.4,,8.9,,9.3,,43.3,,25.9,*,30.4,,23.2,,19.0,,12.5,12.1,11.8,11.6,11.2,22.7,16.2,17.2,14.6,13.2,
Mauritius,8.6,,7.5,,6.5,,5.9,,5.7,,14.4,*,13.0,,11.2,*,10.1,*,8.3,*,2.4,2.2,1.9,1.6,1.5,8.5,7.6,6.5,5.9,5.2,
Mexico,3.3,*,3.2,*,3.1,*,0.1,*,2.1,*,13.9,,10.3,,6.0,,3.4,,2.8,,4.9,3.9,2.9,2.2,1.6,7.4,5.8,<5,<5,<5,
Moldova,,,15.4,*,19.8,*,16.6,*,23.3,*,,,4.7,*,4.3,*,3.2,,2.6,*,,2.9,2.4,2.0,1.6,,7.7,8.8,7.3,9.2,
Mongolia,37.5,,48.5,,37.6,,32.5,,24.2,,10.8,,13.8,*,11.6,,5.3,,5.0,,10.7,8.4,6.3,4.6,3.1,19.7,23.6,18.5,14.1,10.8,
Montenegro,,,,,,,,,2.8,*,,,,,,,,,1.5,*,,,,,0.7,,,,,<5,
Morocco,7.1,,6.5,,6.2,,5.2,,5.5,,8.1,,7.7,,7.0,*,9.9,,3.1,,8.1,6.6,5.3,4.3,3.3,7.8,6.9,6.2,6.5,<5,
Mozambique,57.1,,51.7,,45.3,,40.3,,39.2,,28.3,*,23.9,,23.0,,21.2,,14.9,,22.6,20.5,17.2,13.9,10.3,36.0,32.0,28.5,25.1,21.5,
Myanmar,,,,,,,,,,,28.8,,38.7,,30.1,,29.6,,22.6,,10.7,9.5,8.4,7.3,6.2,,,,,,
Namibia,37.5,,37.2,,24.9,,26.8,,33.9,,21.5,,21.6,*,20.3,,17.5,,17.2,*,7.3,6.8,7.4,6.9,4.2,22.1,21.9,17.5,17.1,18.4,
Nepal,25.9,,27.1,,24.5,,21.7,,18.0,,44.6,*,44.1,,43.0,,38.8,,29.1,,13.5,10.6,8.3,6.5,4.8,28.0,27.3,25.3,22.3,17.3,
Nicaragua,55.1,,44.9,,34.3,,26.7,,20.1,,10.5,*,9.6,,7.8,,4.3,,5.8,*,6.6,5.3,4.2,3.4,2.6,24.1,19.9,15.4,11.5,9.5,
Niger,36.9,,36.3,,25.8,,20.0,,12.6,,41.0,,40.7,*,43.6,,39.9,,35.7,,31.4,26.7,21.6,16.9,12.5,36.4,34.6,30.3,25.6,20.3,
Nigeria,19.3,,11.7,,10.2,,6.8,,8.5,,35.1,,35.1,,24.7,,26.5,,24.2,,21.4,21.1,18.8,15.6,12.4,25.3,22.6,17.9,16.3,15.0,
North Korea,25.4,,33.1,,37.0,,36.1,,32.0,,26.4,*,27.1,*,24.7,,20.6,,18.8,,4.5,7.6,5.8,3.2,3.3,18.8,22.6,22.5,20.0,18.0,
Oman,,,,,,,,,,,21.4,,10.0,,11.3,,11.6,*,8.6,,4.8,3.3,2.2,1.4,0.9,,,,,,
Pakistan,26.4,,23.2,,24.0,,22.8,,19.9,,39.0,,34.2,,31.3,,32.4,*,30.9,,12.2,11.0,9.5,8.4,7.2,25.9,22.8,21.6,21.2,19.3,
Panama,22.8,,23.3,,25.7,,19.7,,10.2,,8.8,*,6.3,,5.9,*,5.1,,3.9,,3.3,2.9,2.6,2.3,2.0,11.6,10.8,11.4,9.0,5.4,
Papua New Guinea,,,,,,,,,,,19.2,*,17.8,*,17.9,*,18.0,,14.5,*,8.8,7.9,7.2,6.5,5.8,,,,,,
Paraguay,19.7,,15.3,,13.0,,12.6,,25.5,,2.8,,2.9,*,2.9,*,3.4,,2.6,*,5.3,4.3,3.5,2.9,2.2,9.3,7.5,6.5,6.3,10.1,
Peru,32.6,,25.7,,22.5,,21.4,,11.2,,8.8,,5.7,,5.2,,5.4,,3.4,,7.5,5.5,3.9,2.8,1.8,16.3,12.3,10.5,9.9,5.5,
Philippines,24.2,,21.3,,20.9,,18.0,,17.0,,29.9,,26.3,,28.3,,20.7,,20.2,,5.7,4.7,3.9,3.2,2.5,19.9,17.4,17.7,14.0,13.2,
Qatar,,,,,,,,,,,,,4.8,,,,0.9,*,0.7,*,2.0,1.6,1.3,1.0,0.8,,,,,,
Romania,2.2,*,2.1,*,1.3,*,0.4,*,0.4,*,5.0,,4.6,*,3.7,,3.0,*,2.0,*,3.7,3.2,2.7,2.1,1.3,<5,<5,<5,<5,<5,
Russian Federation,,,5.0,*,4.7,*,2.0,*,1.7,*,,,2.6,,2.3,*,0.8,*,1.2,*,,2.5,2.1,1.7,1.2,,<5,<5,<5,<5,
Rwanda,52.6,,60.1,,46.5,,42.1,,28.9,,24.3,,24.2,,22.2,,18.0,,11.7,,15.6,27.5,18.3,10.8,5.4,30.8,37.3,29.0,23.6,15.3,
Saudi Arabia,3.0,*,3.4,*,1.3,*,2.0,*,2.6,*,12.3,*,12.9,,8.5,*,5.3,,9.3,*,4.3,3.0,2.1,1.4,0.9,6.5,6.4,<5,<5,<5,
Senegal,21.7,,25.7,,24.2,,16.9,,20.5,,19.0,,19.6,,20.3,,14.5,,14.4,,13.6,14.2,13.0,9.7,6.5,18.1,19.8,19.2,13.7,13.8,
Serbia,,,,,,,,,4.9,,,,,,,,,,1.6,,,,,,0.7,,,,,<5,
Sierra Leone,41.9,,36.2,,41.1,,35.5,,28.8,,25.4,,26.1,*,24.7,,28.3,,21.1,,26.7,26.2,24.1,21.4,18.5,31.3,29.5,30.0,28.4,22.8,
Slovak Republic,,,3.5,*,5.3,*,5.4,*,4.5,*,,,1.3,*,1.1,*,1.0,*,2.1,*,,1.4,1.2,1.0,0.8,,<5,<5,<5,<5,
Somalia,,,,,,,,,,,,,,,22.8,,32.8,,,,18.0,18.0,18.0,18.0,18.0,,,,,,
South Africa,5.0,*,5.2,,4.8,*,3.8,*,2.9,*,10.4,*,8.0,,10.1,,11.6,,8.7,,6.2,6.2,7.4,7.8,4.7,7.2,6.5,7.4,7.7,5.4,
Sri Lanka,33.9,,31.3,,28.7,,27.9,,24.0,,30.1,*,28.3,,22.8,,21.1,,21.6,,2.9,2.4,1.9,1.6,1.2,22.3,20.7,17.8,16.9,15.6,
Sudan (former),42.1,,32.7,,31.7,,32.0,,39.4,,36.7,*,31.8,,38.4,,31.7,,32.2,,14.5,12.7,11.6,10.5,9.4,31.1,25.7,27.2,24.7,27.0,
Suriname,17.7,,15.5,,17.9,,15.7,,11.4,,10.9,*,9.8,*,11.4,,7.5,,5.8,,5.2,4.5,4.0,3.5,3.0,11.3,9.9,11.1,8.9,6.7,
Swaziland,16.1,,22.6,,17.7,,18.7,,27.0,,6.9,*,7.1,*,9.1,,6.1,,5.8,,8.3,9.1,11.4,12.8,10.4,10.4,12.9,12.7,12.5,14.4,
Syrian Arab Republic,4.8,*,4.1,*,3.5,*,3.4,*,3.2,*,14.6,*,11.3,,6.0,,10.0,,10.1,,3.6,2.8,2.3,1.9,1.5,7.7,6.1,<5,5.1,<5,
Tajikistan,,,34.0,,40.8,,34.3,,31.7,,,,18.4,*,17.5,*,14.9,,11.0,*,,11.1,9.5,7.9,6.3,,21.2,22.6,19.0,16.3,
Tanzania,29.4,,38.5,,40.4,,35.1,,38.8,,25.1,,26.9,,25.3,,16.7,,16.2,,15.8,15.3,12.6,9.8,6.8,23.4,26.9,26.1,20.5,20.6,
Thailand,43.8,,33.7,,19.6,,11.2,,7.3,,16.6,*,15.4,,9.1,*,7.0,,9.0,*,3.5,2.3,1.9,1.6,1.2,21.3,17.1,10.2,6.6,5.8,
Timor-Leste,,,,,,,28.5,,38.2,,,,,,40.6,,41.5,,45.3,,,,,7.9,5.4,,,,26.0,29.6,
Togo,32.8,,26.8,,25.2,,20.4,,16.5,,21.5,,16.7,,23.2,,22.3,,16.6,,14.7,13.7,12.8,12.0,11.0,23.0,19.1,20.4,18.2,14.7,
Trinidad & Tobago,13.6,,14.8,,13.0,,13.3,,9.3,,7.9,*,7.6,*,4.4,,4.6,*,2.6,*,3.7,3.4,3.2,3.0,2.8,8.4,8.6,6.9,7.0,<5,
Tunisia,0.9,*,1.0,*,0.7,*,0.9,*,0.9,*,8.5,,8.1,,3.5,,3.3,,2.3,,5.1,3.9,3.0,2.2,1.6,<5,<5,<5,<5,<5,
Turkey,0.5,*,0.6,*,0.9,*,1.0,*,0.9,*,6.4,*,9.0,,7.0,,3.5,,1.7,,7.2,5.3,3.5,2.4,1.5,<5,5.0,<5,<5,<5,
Turkmenistan,,,10.2,,8.1,,5.5,,3.4,*,,,12.4,*,10.5,,8.0,,5.5,*,,8.2,7.1,6.2,5.3,,10.3,8.6,6.6,<5,
Uganda,26.6,,30.6,,26.5,,27.9,,34.6,,19.7,,21.5,,19.0,,16.4,,14.1,,17.8,16.6,14.1,11.6,9.0,21.4,22.9,19.9,18.6,19.2,
Ukraine,,,3.9,*,4.2,*,1.3,*,0.9,*,,,2.1,*,4.1,,0.8,*,1.2,*,,1.9,1.9,1.4,1.0,,<5,<5,<5,<5,
Uruguay,7.3,,5.1,,4.3,*,4.6,*,5.0,*,6.8,*,3.9,,5.2,,6.0,,4.5,,2.3,2.0,1.7,1.4,1.0,5.5,<5,<5,<5,<5,
Uzbekistan,,,2.8,*,14.7,,9.8,,6.1,,,,15.3,,7.1,,4.4,,5.0,*,,6.7,6.1,5.5,4.9,,8.3,9.3,6.6,5.3,
"Venezuela, RB",13.5,,16.4,,15.5,,9.7,,2.7,*,6.7,,4.1,,3.9,,4.1,,2.9,,3.1,2.6,2.2,1.9,1.5,7.8,7.7,7.2,5.2,<5,
Vietnam,46.9,,30.6,,22.0,,15.6,,9.0,,40.7,,40.6,,28.9,,22.7,,12.0,,5.0,4.1,3.4,2.8,2.2,30.9,25.1,18.1,13.7,7.7,
"Yemen, Rep.",28.6,,31.0,,30.4,,31.7,,32.4,,48.1,*,40.9,,40.5,*,43.1,,39.3,*,12.6,11.2,9.9,8.8,7.7,29.8,27.7,26.9,27.9,26.5,
Zambia,34.3,,35.5,,43.9,,48.3,,47.4,,21.2,,19.6,,19.6,,14.9,,16.7,*,19.3,18.4,15.4,12.7,8.3,24.9,24.5,26.3,25.3,24.1,
Zimbabwe,44.1,,44.8,,43.1,,38.2,,32.8,,8.0,,11.7,,11.5,,14.0,,10.1,,7.9,9.4,10.6,9.4,6.7,20.0,22.0,21.7,20.5,16.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: * IFPRI estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
